old_index,sf,longitude,latitude,mean_hood_ppsf
6425,1560,-122.46738,37.742115,715.1709402
6426,950,-122.46737,37.714268,615.8596491
6427,1350,-122.46737,37.745632,822.4691358
6429,925,-122.46736,37.719666,702.7027027
6430,1996.952897,-122.46736,37.763752,854.6354145
6431,1880,-122.467354,37.76369,907.8014184
6432,1756,-122.46735,37.742184,714.6924829
6433,2030,-122.46734,37.778637,1194.581281
6434,1632,-122.46734,37.7787,508.5784314
6435,1996.952897,-122.46734,37.7787,1214.350125
6436,2124,-122.46732,37.729958,533.2705587
6437,1000,-122.46732,37.742203,1071.333333
6438,1152,-122.46732,37.76306,960.6481481
6439,1996.952897,-122.467316,37.77851,1214.350125
6440,2940,-122.46731,37.725502,544.7845805
6441,2940,-122.46731,37.725502,544.7845805
6442,3232,-122.46731,37.778385,629.6410891
6443,1603,-122.46729,37.749027,796.4233728
6444,1415.339879,-122.46729,37.749027,779.7891395
6445,2090,-122.46729,37.778065,704.4649123
6446,2324,-122.46728,37.760265,589.8952955
6447,1996.952897,-122.46728,37.778004,737.2891314
6448,1360,-122.46727,37.74234,972.3039216
6449,3043,-122.46727,37.74806,658.1224669
6450,1415.339879,-122.46727,37.77775,1097.498457
6451,1950,-122.46727,37.777874,755.0418803
6452,1560,-122.467255,37.722572,623.7179487
6453,1129,-122.46724,37.756523,839.9763803
6454,3750,-122.46724,37.756523,831.1111111
6456,1640,-122.46724,37.777493,600.6910569
6458,1415.339879,-122.46723,37.742462,1032.731917
6459,3630,-122.467224,37.725567,328.5583104
6460,2452,-122.467224,37.73586,772.1587819
6461,2282,-122.467224,37.73611,797.2538709
6462,2454,-122.46722,37.754654,554.197229
6464,2549,-122.46721,37.73592,835.360272
6465,1420,-122.46721,37.761578,898.2394366
6466,2370,-122.4672,37.735584,898.4528833
6467,1275,-122.46719,37.76117,632.9411765
6469,1415.339879,-122.467186,37.72683,797.9237707
6472,4250,-122.46718,37.748043,503.9215686
6473,1800,-122.46717,37.72024,423.8888889
6474,2663,-122.46717,37.72682,444.3609964
6475,1075,-122.46716,37.71428,558.1395349
6476,1132,-122.46716,37.720787,579.2108363
6477,1052.683672,-122.46716,37.720856,610.1864695
6479,1175,-122.46716,37.720993,577.8723404
6480,1900,-122.46716,37.754658,862.2807018
6481,850,-122.467155,37.71932,784.3137255
6482,1104,-122.467155,37.72031,581.8236715
6483,2622,-122.46715,37.7227,487.5413171
6484,1762,-122.46715,37.760696,890.0870223
6485,1910,-122.46714,37.737854,841.8848168
6486,1775,-122.46713,37.71844,398.4976526
6487,1149,-122.467125,37.754646,882.5065274
6488,2303,-122.467125,37.78469,986.3945578
6489,1090,-122.46712,37.715458,601.529052
6490,1090,-122.46712,37.715458,601.529052
6491,1447,-122.46712,37.715584,500.8062658
6492,1000,-122.46712,37.71574,576.1666667
6493,1888,-122.46712,37.7408,761.829096
6494,1075,-122.46711,37.714767,508.5271318
6495,1250,-122.46711,37.71483,481.3333333
6496,1075,-122.46711,37.714954,508.5271318
6497,1252,-122.46711,37.71527,661.6080937
6498,2024,-122.46711,37.740795,881.0935441
6499,2171,-122.46711,37.740795,861.3542146
6500,2645,-122.46711,37.745586,644.6124764
6501,1002,-122.4671,37.715584,654.3579508
6502,1292,-122.4671,37.715584,633.3849329
6503,2349,-122.4671,37.734608,684.6885199
6504,1275,-122.467094,37.71367,666.6664052
6505,1000,-122.467094,37.715145,477
6506,1000,-122.467094,37.715206,477
6507,2030,-122.467094,37.742775,863.2799672
6508,1560,-122.467094,37.743477,801.3888889
6509,1052.683672,-122.46709,37.712963,528.8071635
6510,875,-122.46709,37.712994,394.2857143
6511,1214,-122.46709,37.713207,532.6740802
6512,1214,-122.46709,37.71339,532.6740802
6514,1325,-122.46708,37.713455,508.1758491
6515,1276,-122.46708,37.7137,666.1439394
6517,2924,-122.46708,37.73425,812.0212038
6518,2688,-122.46708,37.737827,549.3551587
6519,1058,-122.46708,37.75653,896.3453056
6520,668,-122.46707,37.7129,706.0878244
6521,668,-122.46707,37.7129,706.0878244
6522,1415.339879,-122.46707,37.713146,512.2442159
6523,2960,-122.46707,37.733154,719.7128378
6524,1794,-122.46705,37.722843,505.2489781
6525,1794,-122.46705,37.722843,505.2489781
6526,3601,-122.46705,37.734898,735.4438582
6527,1996.952897,-122.46704,37.758965,701.0681135
6528,3472,-122.46703,37.733707,685.9639017
6529,1590,-122.46703,37.75893,712.3689727
6530,2975,-122.467026,37.733406,716.0840336
6531,1052.683672,-122.467026,37.733406,1047.798146
6532,3656,-122.46702,37.7589,829.6863603
6533,938,-122.46701,37.751167,890.1918977
6534,1200,-122.467,37.75278,771.25
6535,1415.339879,-122.467,37.75278,851.3856054
6536,1986,-122.467,37.75278,589.9630749
6537,2174,-122.466995,37.74807,564.2440969
6538,2310,-122.46699,37.737812,908.8023088
6539,3551,-122.466965,37.73154,651.4596827
6540,1800,-122.466965,37.758057,478.0694444
6541,1800,-122.466965,37.758057,478.0694444
6542,3158,-122.46696,37.731396,618.5349377
6543,1996.952897,-122.46696,37.732735,579.2157985
6544,1966,-122.46694,37.732628,588.3350288
6545,1908,-122.466934,37.732086,721.6981132
6546,1928,-122.466934,37.73252,599.9308437
6547,1412,-122.466934,37.743156,886.4494806
6549,1720,-122.46693,37.729073,567.8294574
6550,1983,-122.46693,37.732304,639.7713901
6551,2025,-122.46693,37.732304,626.5020576
6552,3388,-122.46692,37.73215,682.8020464
6553,1415.339879,-122.46692,37.74717,581.9567997
6554,1996.952897,-122.46692,37.75726,527.8041369
6555,1050,-122.46691,37.75713,903.1746032
6556,1820,-122.466896,37.756973,767.1245421
6557,3362,-122.466866,37.731792,688.0824906
6559,1996.952897,-122.46682,37.748108,614.2692042
6560,2160,-122.46682,37.75101,426.6975309
6561,1808,-122.46681,37.755714,755.899705
6562,1890,-122.46681,37.75594,708.994709
6563,1996.952897,-122.466805,37.755844,671.0223372
6564,3300,-122.4668,37.743504,733.3333333
6565,3635,-122.4668,37.74648,580.4676754
6566,3046,-122.4668,37.755524,775.0054717
6568,1996.952897,-122.466774,37.748363,614.2692042
6569,1975,-122.466774,37.755394,895.3586498
6571,1996.952897,-122.46677,37.75527,885.5157957
6572,1425,-122.46677,37.75533,748.5380117
6573,1996.952897,-122.46677,37.75533,885.5157957
6575,1400,-122.46676,37.74905,678.8095238
6576,2054,-122.46675,37.785374,1394.027913
6577,1930,-122.46674,37.73695,833.3333333
6578,1996.952897,-122.46674,37.7855,1433.851213
6579,2080,-122.466736,37.785213,931.8910256
6580,2080,-122.466736,37.785248,931.8910256
6581,3464,-122.46673,37.785152,947.8444958
6583,1889,-122.46671,37.743507,758.6024352
6584,2640,-122.466705,37.748127,570.0757576
6585,1200,-122.4667,37.75407,747.7777778
6586,2617,-122.46669,37.730408,646.9239587
6587,1300,-122.46668,37.752804,926.9230769
6588,1688,-122.466675,37.753784,688.5860979
6590,920,-122.46667,37.75385,662.6811594
6591,1052.683672,-122.46666,37.744926,1136.777076
6593,1216,-122.46664,37.744236,877.0010965
6594,1880,-122.46664,37.753433,569.1489362
6595,1996.952897,-122.46664,37.784058,1012.37574
6596,1415.339879,-122.46663,37.753338,821.3339309
6597,1480,-122.46662,37.753273,803.4684685
6598,2345,-122.46662,37.753273,569.0120824
6599,1050,-122.46661,37.70828,582.5396825
6600,781,-122.466606,37.719673,733.2479727
6601,3027,-122.4666,37.725914,529.1267482
6602,1175,-122.4666,37.74907,604.5390071
6603,1415.339879,-122.46659,37.75259,851.3856054
6604,1403,-122.46656,37.719685,531.0049893
6605,2430.815208,-122.46655,37.74646,584.9889352
6606,2464,-122.46655,37.748146,610.7954545
6607,2464,-122.46655,37.748146,610.7954545
6608,2364,-122.466545,37.741817,660.6034969
6609,1204,-122.466545,37.74906,589.9778516
6610,1438,-122.466545,37.74906,660.8715809
6611,1255,-122.46654,37.716106,652.0584329
6612,1376,-122.46654,37.723717,629.3604651
6613,2144,-122.46654,37.731823,730.0995025
6614,744.3465347,-122.46654,37.751793,833.8410106
6615,1965,-122.46654,37.751984,633.9270568
6616,1660,-122.46653,37.750942,613.0522088
6618,1380,-122.46652,37.75093,643.4782609
6619,1430,-122.46652,37.751568,611.1888112
6620,1700,-122.46652,37.7603,792.1568627
6621,1422,-122.466515,37.743526,879.1608064
6622,4108,-122.46651,37.721924,614.654333
6623,1520,-122.46649,37.74906,625.2192982
6624,1668,-122.46649,37.751347,610.1119105
6625,1415.339879,-122.466484,37.745625,930.2830266
6626,1075,-122.46647,37.714275,648.248062
6627,1355,-122.46647,37.723854,639.1143911
6628,1287,-122.46646,37.719673,525.7705258
6629,1996.952897,-122.46646,37.719673,421.642394
6630,1415.339879,-122.46645,37.75079,627.4111349
6631,1018,-122.466446,37.75057,885.3962017
6632,1890,-122.46644,37.72388,496.4726631
6633,1415.339879,-122.46644,37.75047,732.6690089
6634,1415.339879,-122.46643,37.7474,581.9567997
6635,1415.339879,-122.46643,37.7474,581.9567997
6636,1515,-122.46643,37.750504,636.9636964
6637,2580,-122.46642,37.750183,471.5439276
6638,1350,-122.46642,37.750374,876.031358
6639,1052.683672,-122.466415,37.71792,655.467562
6640,1853,-122.46641,37.750183,563.0509084
6641,2917,-122.4664,37.748127,679.122386
6643,1745,-122.46639,37.72336,619.8662846
6644,1996.952897,-122.46639,37.77526,573.8743272
6646,2288,-122.466385,37.725624,726.981352
6647,1525,-122.46638,37.780293,614.2076503
6648,2430.815208,-122.46638,37.780293,595.8220636
6650,1050,-122.46637,37.717907,657.1428571
6651,1052.683672,-122.46637,37.71792,655.467562
6652,2148,-122.46637,37.73004,554.4692737
6653,3163,-122.46637,37.73763,765.0964274
6654,1629,-122.46636,37.7223,587.8862288
6655,2250,-122.466354,37.724163,569.3333333
6656,1470,-122.46635,37.724274,589.1156463
6657,2430.815208,-122.46633,37.731953,648.054198
6658,2923,-122.46633,37.744965,596.9893945
6659,1050,-122.466324,37.711624,411.984127
6660,1486,-122.466324,37.719685,496.1866308
6661,3992,-122.466324,37.736115,667.752171
6662,1934,-122.46632,37.742355,906.1315064
6663,1740,-122.46632,37.758423,459.9616858
6664,2632,-122.46631,37.722363,485.6889564
6665,2482,-122.46631,37.735657,860.5962933
6666,1579,-122.46631,37.779366,604.8131729
6667,2430.815208,-122.4663,37.744274,685.6410398
6668,2205,-122.466286,37.73759,950.5668934
6669,2209,-122.46628,37.724556,579.9004074
6672,1113,-122.46627,37.720284,513.6268344
6673,1996.952897,-122.46627,37.720554,403.2810862
6674,1052.683672,-122.46627,37.778656,1075.030132
6675,1300,-122.46626,37.72076,475.6410256
6676,1052.683672,-122.46626,37.720795,576.9381149
6677,1415.339879,-122.46626,37.721066,608.8054744
6678,1125,-122.466255,37.718872,655.7037037
6679,1000,-122.466255,37.719173,733.3333333
6680,1000,-122.466255,37.719234,733.3333333
6681,1253,-122.466255,37.72018,490.8220271
6682,2290,-122.466255,37.72459,559.3886463
6683,1290,-122.466255,37.726994,702.3255814
6685,1179,-122.466255,37.74253,718.2075205
6686,1384,-122.46625,37.71851,486.7533719
6688,2577,-122.46625,37.745644,522.3127668
6689,2000,-122.46625,37.75844,476.2625
6690,1570,-122.46625,37.778496,528.6624204
6691,1150,-122.46624,37.718056,608.6956522
6692,1086,-122.46624,37.71869,725.2915899
6693,1746,-122.46624,37.718994,452.8445972
6694,2336,-122.46623,37.734627,652.8253425
6695,1000,-122.466225,37.715843,465
6696,2682,-122.466225,37.7225,476.6343525
6697,1310,-122.466225,37.72697,691.6030534
6698,1182,-122.466225,37.74261,716.3846588
6699,1328,-122.46622,37.715088,461.8473896
6700,1052.683672,-122.46622,37.71515,556.0391492
6701,1052.683672,-122.46622,37.715214,556.0391492
6702,1415.339879,-122.46622,37.7154,552.2819487
6703,1000,-122.46622,37.71559,412
6704,5707,-122.46622,37.734562,502.3071082
6705,1000,-122.46621,37.71471,506.6666667
6706,1110,-122.46621,37.714897,396.996997
6707,1000,-122.46621,37.715652,412
6708,945,-122.46621,37.71578,492.0634921
6709,1266,-122.46621,37.730522,1015.337019
6710,675,-122.4662,37.7138,566.3209877
6711,688,-122.4662,37.7138,674.3217054
6712,1116,-122.4662,37.713856,598.297491
6713,1000,-122.4662,37.715023,585.3333333
6714,3921,-122.4662,37.732018,559.3811103
6715,3854,-122.4662,37.732018,569.1056911
6716,900,-122.466194,37.713043,383.3333333
6717,1355,-122.466194,37.713043,560.8856089
6718,1084,-122.466194,37.713276,595.0184502
6719,2620,-122.466194,37.71468,448.0916031
6720,800,-122.466194,37.71471,759.7629167
6721,2900,-122.466194,37.727646,591.954023
6722,1917,-122.466194,37.730583,701.6171101
6723,2331,-122.466194,37.777637,653.5106535
6724,1319,-122.46619,37.713566,545.8680819
6725,1415.339879,-122.46618,37.713394,508.711731
6726,1415.339879,-122.46618,37.71351,508.711731
6728,2030,-122.46618,37.730705,634.318555
6729,1424,-122.46617,37.710827,448.5018727
6730,3513,-122.46617,37.736557,602.8275928
6731,2125,-122.46616,37.725437,782.745098
6732,988,-122.466156,37.710796,475.877193
6733,1300,-122.466156,37.710896,491.2820513
6734,1900,-122.466156,37.742767,922.3464912
6735,2304,-122.466156,37.74565,684.8958333
6736,2580,-122.466156,37.747486,618.8630491
6737,2240,-122.46615,37.726784,373.5119048
6738,3057,-122.46614,37.730816,517.9369752
6739,2275,-122.46613,37.737537,922.7838828
6740,3150,-122.46613,37.744225,671.4285714
6741,3400,-122.466125,37.72542,350.7843137
6742,1996.952897,-122.466125,37.77683,806.2283305
6744,3548,-122.4661,37.74742,594.7012401
6745,2608,-122.4661,37.786606,984.1513292
6746,2473,-122.466095,37.77638,531.0688772
6747,4011,-122.46607,37.7481,562.6194631
6749,1388,-122.46604,37.756577,571.5658021
6750,2146,-122.46603,37.73895,644.6101274
6751,2515,-122.46603,37.73895,862.9555997
6752,2053,-122.46603,37.749096,657.5742815
6753,2464,-122.46601,37.74499,629.1937229
6754,1650,-122.46601,37.75981,661.6161616
6755,2348,-122.46601,37.759876,629.6138558
6756,2019,-122.466,37.727818,438.3358098
6758,1415.339879,-122.466,37.743122,734.3348043
6759,2124,-122.46599,37.749096,635.5932203
6760,780,-122.46597,37.774574,972.6495726
6762,2140,-122.46596,37.75911,723.5202492
6763,2625,-122.46596,37.784817,669.8412698
6764,2625,-122.46596,37.784817,669.8412698
6766,1480,-122.46594,37.75885,856.3063063
6767,3200,-122.46593,37.75863,666.6666667
6768,2620,-122.46592,37.727917,674.3002545
6769,2620,-122.46592,37.727917,674.3002545
6770,3218,-122.46592,37.738686,716.2834058
6771,1650,-122.46592,37.758297,504.9646465
6772,1675,-122.46591,37.743317,747.761194
6773,2075,-122.465904,37.72297,538.1526104
6774,3948,-122.465904,37.73348,618.4566025
6775,1415.339879,-122.465904,37.75807,699.2431155
6776,4000,-122.46587,37.73855,832.3333333
6777,1827,-122.46587,37.745003,692.3918993
6778,1490,-122.465866,37.725403,660.6263982
6779,1349,-122.46586,37.72699,671.608599
6780,1929,-122.46586,37.757435,886.9016762
6781,2525,-122.46586,37.75766,694.5214521
6782,2818,-122.46586,37.75772,650.1064585
6783,2685,-122.46585,37.787766,1073.867163
6784,1280,-122.46584,37.757305,614.84375
6786,1960,-122.46584,37.757404,787.8401361
6788,2498,-122.465836,37.75734,702.0282893
6789,2032,-122.46581,37.75702,925.7709974
6790,2032,-122.46581,37.75702,925.7709974
6791,1460,-122.4658,37.756763,543.3789954
6792,1994,-122.46578,37.739532,701.2704781
6793,1994,-122.46578,37.739532,701.2704781
6794,1996.952897,-122.46577,37.73727,984.8337784
6795,3283,-122.46577,37.73727,868.1084374
6796,3332,-122.46576,37.73319,829.8319328
6797,2753,-122.46576,37.747475,709.2868386
6798,1479,-122.46575,37.71791,632.183908
6799,3016,-122.46575,37.74891,652.9619805
6801,1827,-122.465744,37.72712,459.5876665
6802,2950,-122.465744,37.72712,444.9717514
6803,1459,-122.465744,37.728077,996.1160612
6805,975,-122.46573,37.708584,500.8547009
6806,1250,-122.46572,37.71969,548.5333333
6807,2458,-122.46572,37.74588,579.4684025
6808,2551,-122.46571,37.745903,519.1428198
6809,1375,-122.46571,37.75563,660.6060606
6810,3100,-122.46569,37.72717,423.4408602
6811,3100,-122.46569,37.72717,423.4408602
6812,3795,-122.46569,37.785603,946.420729
6813,3050,-122.46568,37.70881,283.9344262
6814,3236,-122.46568,37.737915,747.8368356
6815,3600,-122.46568,37.785694,997.6851852
6816,3593,-122.46568,37.785694,999.6289081
6818,2668,-122.465675,37.744328,624.6876562
6819,1375,-122.46567,37.708878,409.6969697
6820,2200,-122.46566,37.7282,409.8484848
6821,1375,-122.46565,37.708923,409.6969697
6823,2430.815208,-122.46565,37.74867,807.4108885
6825,1738,-122.46564,37.70899,458.9879171
6826,1125,-122.46562,37.75421,667.2592593
6827,1920,-122.465614,37.739613,728.2986111
6828,2248,-122.465614,37.739613,673.7470344
6829,1003,-122.465614,37.754147,674.3104021
6830,1415.339879,-122.46559,37.784428,1181.341686
6831,1175,-122.46558,37.71968,655.3191489
6832,1700,-122.465576,37.723263,629.4117647
6833,1052.683672,-122.465576,37.784023,1119.04462
6834,1990,-122.46557,37.75345,457.2864322
6835,1990,-122.46557,37.75345,457.2864322
6836,2001,-122.46555,37.74901,753.7897718
6837,1375,-122.46554,37.71969,545.9393939
6838,3417,-122.46553,37.723522,450.6877378
6839,2233,-122.46553,37.741768,699.3581132
6842,2429,-122.465515,37.727345,489.9135447
6843,2429,-122.465515,37.727345,489.9135447
6844,3000,-122.465515,37.727345,409.7777778
6845,1415.339879,-122.465515,37.75248,820.2976663
6846,1256,-122.46551,37.75264,994.6921444
6848,1526,-122.4655,37.71611,644.3861948
6849,1075,-122.46549,37.75216,889.1782946
6850,1225,-122.46549,37.752224,1019.863946
6851,1950,-122.46549,37.75235,486.3247863
6852,1610,-122.46549,37.752415,580.7453416
6853,1610,-122.46549,37.752415,580.7453416
6854,1720,-122.46548,37.75216,543.6046512
6855,2462,-122.46547,37.74433,676.956404
6856,1150,-122.46547,37.751904,893.6231884
6857,1000,-122.46547,37.760334,1072
6858,2200,-122.46546,37.741856,709.8484848
6859,2396,-122.465454,37.71611,383.5559265
6861,1600,-122.46544,37.72208,642.7083333
6862,2470,-122.46544,37.72369,629.0148448
6863,1360,-122.46543,37.751263,685.2941176
6864,1360,-122.46543,37.751263,685.2941176
6865,1512,-122.46542,37.722073,810.1851852
6866,3779,-122.465416,37.751263,559.6718709
6867,2259,-122.4654,37.750824,756.8245536
6868,2675,-122.46539,37.73825,754.0186916
6870,2650,-122.465385,37.723904,586.2893082
6871,2430.815208,-122.465385,37.735653,713.478066
6872,2800,-122.465385,37.735653,932.1428571
6873,2000,-122.465385,37.739716,651.3333333
6874,1154,-122.465385,37.750458,942.4032351
6875,2116,-122.46538,37.72063,358.5381222
6876,1123,-122.46538,37.750244,849.6883348
6877,1728,-122.46537,37.720695,627.8935185
6878,1800,-122.46536,37.720528,602.7777778
6880,1500,-122.465355,37.718273,623.3333333
6881,1150,-122.465355,37.71882,641.4492754
6882,850,-122.465355,37.718937,724.7058824
6883,1012,-122.46534,37.71685,582.345191
6884,1025,-122.46534,37.717155,530.7317073
6885,1275,-122.46534,37.71728,465.0980392
6886,1050,-122.46534,37.717342,518.0952381
6887,1050,-122.46534,37.717403,518.0952381
6888,925,-122.46534,37.718334,526.036036
6889,1462,-122.46534,37.718334,639.5348837
6891,819,-122.46534,37.718513,823.7688238
6892,900,-122.46533,37.716663,596.2962963
6893,1150,-122.46533,37.716724,575.0724638
6894,1226,-122.46533,37.716785,483.6867863
6896,1415.339879,-122.465324,37.72859,1059.580592
6897,2005,-122.46532,37.71544,372.9010806
6898,1142,-122.46532,37.7155,596.3222417
6899,1719,-122.46532,37.716354,523.5602094
6900,1080,-122.46532,37.716476,625.308642
6901,1557,-122.46532,37.716476,631.5564119
6902,1450,-122.46532,37.71654,678.1609195
6903,781,-122.46532,37.716602,507.4690568
6904,1112,-122.46531,37.714653,580.3357314
6905,1000,-122.46531,37.71481,596
6906,1052.683672,-122.46531,37.71481,557.6224042
6907,1255,-122.46531,37.715595,516.0690571
6908,2600,-122.46531,37.725334,568.2692308
6909,1181,-122.4653,37.713627,548.9697996
6910,1000,-122.4653,37.715282,596
6911,1405,-122.4653,37.715343,495.8481613
6912,2600,-122.4653,37.724182,569.5512821
6915,1087,-122.465294,37.712982,581.1100889
6916,998,-122.465294,37.713276,632.9325317
6917,1025,-122.46529,37.713394,580.4878049
6918,1415.339879,-122.46529,37.713627,564.5287126
6919,1052.683672,-122.46529,37.713802,565.2220281
6920,2243,-122.46528,37.722336,471.0952593
6921,1087,-122.46527,37.710957,518.399264
6922,1025,-122.46527,37.711052,562.8617886
6923,1415.339879,-122.46527,37.711052,451.2461466
6924,1025,-122.46527,37.711117,562.8617886
6925,1325,-122.46527,37.722332,918.2389937
6926,1415.339879,-122.46527,37.722332,871.4043541
6927,1700,-122.46527,37.744358,606.8627451
6928,2544,-122.46526,37.72436,582.0885744
6929,1996.952897,-122.46526,37.72436,765.6665325
6930,2491,-122.46526,37.72436,594.4734377
6931,1424,-122.46526,37.728718,1053.136704
6932,1052.683672,-122.465256,37.710957,535.2985089
6933,1350,-122.465256,37.72447,828.1481481
6934,1520,-122.465256,37.730907,800.4385965
6935,2457,-122.46525,37.731106,665.974766
6936,1204,-122.46525,37.747856,654.7619048
6937,1335,-122.46525,37.756603,594.2571785
6938,3856,-122.46524,37.73133,566.2171508
6939,1996.952897,-122.46524,37.736248,1114.197537
6940,2180,-122.46523,37.72472,754.8929664
6941,1664,-122.46523,37.731106,891.4262821
6942,2220,-122.46523,37.74593,773.2732733
6943,1996.952897,-122.46523,37.74593,850.46239
6944,2767,-122.465225,37.728767,614.3868209
6945,1996.952897,-122.465225,37.731247,562.5237006
6946,1636,-122.46522,37.740135,702.3227384
6948,2730,-122.4652,37.72771,607.4481074
6949,2056,-122.465195,37.74021,567.1206226
6950,2088,-122.46518,37.728844,571.9987229
6951,2266,-122.46518,37.728844,626.6548985
6952,1996.952897,-122.46518,37.75099,947.2765581
6953,1230,-122.46517,37.74024,925.4742547
6954,2428,-122.465164,37.74591,566.3097199
6955,2520,-122.465164,37.762817,750.3306878
6956,1215,-122.46516,37.722507,795.3360768
6957,1052.683672,-122.46516,37.740284,859.3908035
6958,1750,-122.46516,37.762753,723.8095238
6959,2484,-122.46516,37.77842,630.0322061
6960,2790,-122.46515,37.76256,666.9653524
6961,1800,-122.46515,37.762627,703.7037037
6962,2182,-122.46514,37.72778,406.355026
6963,1904,-122.46513,37.728916,575.6302521
6964,2750,-122.46513,37.731647,663.6363636
6965,1996.952897,-122.46513,37.74894,755.3174318
6966,2125,-122.4651,37.777782,688.627451
6967,1996.952897,-122.465096,37.777653,812.9051697
6968,3400,-122.46509,37.73178,649.0196078
6969,1350,-122.46509,37.742306,756.2962963
6970,1658,-122.46508,37.72676,580.0160836
6971,1996.952897,-122.46508,37.733467,949.7803728
6972,2032,-122.46508,37.743637,752.1325459
6973,2148,-122.465065,37.727905,412.7870888
6974,3611,-122.465065,37.77694,762.0234469
6975,1996.952897,-122.46506,37.737118,1055.775195
6976,3073,-122.46506,37.737118,1065.733811
6977,1684,-122.46505,37.722626,744.4576405
6979,4037,-122.46505,37.736126,571.7942366
6980,2100,-122.465034,37.776493,826.1904762
6981,1996.952897,-122.46502,37.73984,583.8895859
6983,1310,-122.46501,37.72799,1011.450382
6984,2433,-122.46501,37.72799,573.1949582
6985,1075,-122.46501,37.76086,997.2093023
6986,2250,-122.465004,37.776108,677.7777778
6987,3215,-122.465004,37.776108,834.6293416
6988,1424,-122.465,37.727978,778.32397
6990,1220,-122.46494,37.759922,592.8961749
6991,1888,-122.464935,37.726974,475.6355932
6992,1664,-122.46493,37.75973,600.9615385
6993,1911,-122.46492,37.759632,566.7189953
6995,1484,-122.4649,37.754745,700.24708
6997,1659,-122.4649,37.77477,803.381957
6998,2053,-122.46488,37.729347,485.9555123
6999,2242,-122.46488,37.729374,475.0223015
7000,3215,-122.46488,37.729374,649.8703992
7001,2518,-122.464874,37.75896,806.1953932
7002,1880,-122.46487,37.70854,369.3551418
7003,3236,-122.46486,37.73252,820.9723939
7004,3236,-122.46486,37.73252,820.9723939
7005,3712,-122.46486,37.736,621.8570402
7006,1975,-122.46486,37.744392,797.4683544
7007,1346,-122.46485,37.722862,834.5715701
7009,3035,-122.46485,37.73702,1079.07743
7010,1554,-122.46484,37.70963,473.1634492
7011,2036,-122.46484,37.74278,681.8925999
7012,1499,-122.46484,37.754745,693.2399377
7013,1750,-122.46482,37.708733,396.7929524
7014,1415.339879,-122.46482,37.73249,945.5914815
7015,1466,-122.46481,37.716118,408.3674397
7016,1466,-122.46481,37.716118,408.3674397
7017,1600,-122.46481,37.727135,601.0416667
7019,1000,-122.464806,37.717915,478.9166667
7020,2372,-122.4648,37.70883,277.262507
7021,2569,-122.46479,37.741055,659.1410406
7022,2569,-122.46479,37.741055,659.1410406
7023,1996.952897,-122.46479,37.74439,788.7016277
7024,5532,-122.46479,37.757545,655.9411906
7027,2115,-122.464775,37.74967,1030.732861
7028,2545,-122.464775,37.75732,723.1172233
7029,2080,-122.464775,37.757515,777.6442308
7030,2080,-122.464775,37.757515,777.6442308
7031,1996.952897,-122.464775,37.787853,1468.487316
7032,2779,-122.46477,37.757195,770.7808564
7034,1070,-122.46475,37.754738,676.635514
7035,1415.339879,-122.464745,37.74598,1388.359099
7036,1996.952897,-122.46474,37.75095,947.2765581
7037,1071,-122.46473,37.719685,721.7553688
7038,1890,-122.46473,37.741135,805.5089947
7039,2350,-122.46472,37.787136,1043.971631
7040,1996.952897,-122.46472,37.787136,1468.487316
7042,1214,-122.464714,37.71792,539.538715
7046,3000,-122.464714,37.78705,1029.444444
7047,1961,-122.4647,37.731445,572.8369879
7048,3258,-122.4647,37.732395,815.4286884
7049,2740,-122.46469,37.741184,618.0048662
7050,2100,-122.46469,37.756256,722.2222222
7051,925,-122.46468,37.709633,533.3333333
7052,925,-122.46468,37.709633,533.3333333
7053,1856,-122.46468,37.72846,582.0761494
7054,1302,-122.46468,37.74121,746.2877624
7055,2299,-122.46468,37.786392,799.6230245
7056,3400,-122.46468,37.78859,927.9411765
7057,1087,-122.464676,37.714287,608.0956762
7058,1996.952897,-122.464676,37.756126,759.4904563
7059,2430.815208,-122.46467,37.74905,832.3682223
7061,2000,-122.46466,37.75587,823.3333333
7062,3100,-122.46466,37.786163,1017.741935
7063,2088,-122.46466,37.786278,1229.246488
7064,2430.815208,-122.46465,37.748993,832.3682223
7065,2893,-122.46465,37.75574,750.6625187
7066,2103,-122.464645,37.73139,534.1575527
7067,2260,-122.464645,37.755417,827.2861357
7068,1975,-122.464645,37.75561,850.6329114
7069,2025,-122.464645,37.75561,829.6296296
7070,3218,-122.46464,37.73992,552.6206754
7071,1961,-122.46464,37.755287,886.4524902
7073,2430.815208,-122.46464,37.78596,953.0410453
7074,3382,-122.46464,37.78602,947.6641041
7075,1854,-122.46463,37.755222,937.6123697
7076,944,-122.46462,37.719696,539.1949153
7077,2446,-122.46462,37.730053,522.7582448
7080,2116,-122.46461,37.72855,671.0775047
7081,2976,-122.46461,37.73782,806.4516129
7082,1575,-122.464584,37.727497,633.8624339
7083,1840,-122.464584,37.74133,797.4637681
7084,2048,-122.46458,37.71792,633.9518229
7085,1595,-122.46457,37.75432,597.8056426
7087,4662,-122.46456,37.738716,634.5631346
7088,2300,-122.464554,37.711613,332.6086957
7089,1415.339879,-122.464554,37.730293,815.8228872
7091,1718,-122.464554,37.75432,714.1055491
7092,2426,-122.46455,37.743683,723.4130256
7093,2426,-122.46455,37.743683,723.4130256
7094,1175,-122.46453,37.72869,1023.900709
7095,4675,-122.46452,37.734047,603.9928699
